claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
17139,39,F,0.0,92,36630,1,1,Own,50035,6/25/2016,Saturday,Local,0,0.0,68,Phone,0,2960.693961,4.0,Medium,22234.215780000002,red,24383.39652,0
17140,32,F,1.0,64,34668,1,1,Rent,80023,12/21/2015,Monday,Highway,0,0.0,51,Phone,1,6348.228155,3.0,Compact,23595.73765,silver,27144.462760000002,1
17142,32,F,0.0,93,34665,0,1,Rent,50044,3/20/2016,Sunday,Highway,0,0.0,35,Broker,0,7692.187298000001,5.0,Medium,8596.900032,white,14544.3673,1
17143,49,M,1.0,78,38914,0,0,Own,15025,4/20/2015,Monday,Local,0,1.0,8,Broker,1,4220.433453000001,3.0,Medium,30953.88795,black,19836.66855,0
17144,49,F,1.0,67,38918,0,1,Rent,80018,6/4/2016,Saturday,Parking Lot,0,1.0,71,Broker,0,6422.786277,6.0,Large,22358.73116,white,26687.7575,0
17145,39,M,0.0,79,36636,1,0,Own,80106,9/5/2015,Saturday,Parking Lot,0,0.0,45,Broker,1,3753.807189,4.0,Large,14439.31221,silver,4105.910526,0
17146,29,F,1.0,63,33670,1,0,Rent,15024,1/25/2016,Monday,Highway,1,1.0,54,Online,1,4363.404707,5.0,Medium,33870.70459,gray,12768.88457,0
17150,62,F,1.0,67,41258,0,1,Own,20128,7/27/2015,Monday,Highway,0,1.0,88,Phone,1,5686.695361,5.0,Compact,18418.00492,other,35035.34913,0
17151,35,M,1.0,92,35539,0,0,Own,85055,7/4/2016,Monday,Parking Lot,2,0.0,50,Broker,0,2628.538066,5.0,Medium,17791.04615,other,9274.383523999999,0
17152,49,M,1.0,92,38913,1,1,Own,15003,11/14/2015,Saturday,Highway,0,0.0,8,Broker,0,3881.626299,9.0,Medium,30938.91347,blue,25368.46899,0
17153,40,M,1.0,68,36889,1,1,Rent,20149,6/21/2016,Tuesday,Highway,3,1.0,50,Phone,1,3585.277373,4.0,Compact,13989.70123,red,14774.24557,0
17154,23,F,1.0,92,31361,1,0,Rent,85079,11/17/2016,Thursday,Parking Lot,3,0.0,97,Online,1,3591.383564,9.0,Large,14608.12215,silver,17848.9473,0
17155,50,F,0.0,58,39119,1,0,Own,15012,2/26/2015,Thursday,Highway,2,0.0,58,Phone,1,2148.832168,3.0,Compact,20015.37601,gray,15184.148119999998,0
17156,47,F,0.0,85,38508,0,0,Rent,15028,10/21/2016,Friday,Local,0,0.0,9,Broker,0,4174.974352,5.0,Large,21569.78151,red,15728.5193,0
17157,61,F,1.0,81,41114,1,0,Rent,15042,3/24/2015,Tuesday,Parking Lot,1,0.0,51,Broker,0,4250.934293,9.0,Large,20157.97814,black,37546.50671,0
17158,42,M,1.0,80,37369,0,1,Rent,20112,2/14/2015,Saturday,Local,0,0.0,100,Phone,0,7509.654362,6.0,Medium,6527.646664,white,7688.519951,0
17159,59,F,1.0,53,40753,0,0,Own,15006,2/3/2016,Wednesday,Parking Lot,2,0.0,83,Phone,1,4683.602606,11.0,Medium,9128.66462,red,20610.73453,0
17160,67,M,1.0,80,42060,1,0,Rent,50026,8/20/2016,Saturday,Parking Lot,1,0.0,29,Phone,0,3343.2990440000003,1.0,Compact,26813.84198,red,19650.470540000002,0
17161,43,M,1.0,80,37610,1,1,Own,20120,6/23/2015,Tuesday,Parking Lot,0,0.0,84,Broker,0,3631.451901,4.0,Medium,35627.89039,gray,6490.426964,0
17162,30,M,0.0,66,34008,1,0,Own,80042,6/12/2016,Sunday,Highway,3,1.0,41,Broker,1,6153.985403,5.0,Medium,12726.308079999999,blue,16317.56072,0
17163,36,F,0.0,62,35818,0,1,Rent,20147,12/13/2016,Tuesday,Local,0,0.0,49,Broker,1,5283.446396,4.0,Large,23877.4925,other,33222.156910000005,0
17164,48,M,1.0,65,38715,1,1,Own,50035,5/4/2015,Monday,Highway,1,1.0,9,Broker,1,,5.0,Compact,26893.893439999996,red,11998.585340000001,0
17165,34,F,0.0,84,35244,1,0,Own,85002,5/12/2015,Tuesday,Highway,2,0.0,3,Phone,1,3961.72132,9.0,Compact,12320.50267,blue,41208.129069999995,0
17166,36,F,1.0,75,35850,1,1,Own,20117,10/30/2016,Sunday,Local,1,1.0,51,Phone,1,4750.326418,0.0,Large,33936.11883,black,11629.61601,0
17168,45,M,1.0,60,38076,1,1,Own,50055,8/29/2016,Monday,Local,0,0.0,90,Broker,0,5250.697202,2.0,Compact,17491.58505,black,14838.7075,0
17170,37,F,0.0,71,36092,1,1,Own,80015,1/3/2016,Sunday,Parking Lot,2,0.0,2,Broker,1,9085.93043,5.0,Compact,68014.94135,red,16144.600330000001,1
17171,51,F,0.0,79,39313,1,1,Own,20101,10/22/2016,Saturday,Parking Lot,0,0.0,99,Phone,1,9759.137106,0.0,Large,15942.16786,white,30442.679139999997,0
17172,50,F,1.0,69,39129,1,0,Rent,20142,1/23/2016,Saturday,Local,0,0.0,7,Phone,1,4149.4162049999995,5.0,Compact,13082.5335,black,37084.01792,0
17173,49,M,1.0,84,38920,0,0,Rent,80019,6/14/2015,Sunday,Local,0,0.0,50,Phone,1,3091.846923,6.0,Compact,11859.36773,black,29024.3991,1
17174,64,M,1.0,78,41600,1,1,Rent,50027,4/18/2015,Saturday,Parking Lot,3,1.0,50,Broker,1,4391.816698,6.0,Medium,25011.76962,silver,8900.281693,0
17175,50,F,1.0,75,39129,1,1,Rent,15017,3/9/2016,Wednesday,Local,0,1.0,21,Phone,0,2612.605301,6.0,Compact,19370.47036,blue,13146.47747,0
17177,33,F,1.0,80,34965,1,1,Rent,50027,7/4/2015,Saturday,Local,0,0.0,10,Broker,1,3261.0599859999998,3.0,Compact,26664.802219999998,other,22377.67835,0
17178,47,F,1.0,88,38501,1,0,Own,85061,3/17/2016,Thursday,Local,0,0.0,24,Phone,0,6406.929951,7.0,Medium,34415.01625,blue,16767.17726,0
17179,28,M,1.0,8,33316,1,0,Rent,20137,11/25/2015,Wednesday,Highway,0,0.0,32,Phone,0,6807.062206999999,8.0,Medium,24385.9308,other,22337.209919999998,1
17180,33,F,1.0,87,34960,0,0,Own,20136,1/13/2015,Tuesday,Local,0,0.0,93,Phone,1,4518.343500999999,7.0,Medium,27756.42855,silver,16305.525609999999,1
17185,30,M,1.0,65,34016,1,1,Rent,50031,10/5/2015,Monday,Local,5,0.0,74,Phone,1,9102.838858,4.0,Large,7711.155961,other,18496.84925,1
17187,30,F,1.0,66,34006,1,1,Own,80042,7/3/2015,Friday,Local,0,0.0,16,Phone,0,3627.791486,5.0,Compact,19220.55937,other,33960.187939999996,0
17189,56,F,1.0,78,40253,1,1,Own,80016,7/31/2015,Friday,Local,0,0.0,16,Broker,0,9833.494497,4.0,Compact,20183.73377,silver,30222.2949,0
17190,37,F,1.0,95,36107,0,1,Own,20101,7/3/2015,Friday,Local,4,0.0,69,Phone,1,10409.773509999999,8.0,Compact,21462.67926,black,15007.86862,1
17191,53,F,1.0,90,39693,1,0,Rent,80015,10/9/2016,Sunday,Highway,0,0.0,82,Broker,0,12407.750540000001,1.0,Compact,15445.64696,blue,8012.4447390000005,0
17193,49,M,0.0,87,38918,1,0,Rent,85060,5/4/2016,Wednesday,Local,0,0.0,2,Phone,1,2756.731468,6.0,Medium,33026.24693,white,42551.209689999996,0
17200,53,M,0.0,4,39699,0,1,Own,85053,5/12/2016,Thursday,Local,0,0.0,85,Broker,0,4634.147968,5.0,Medium,33786.777460000005,blue,44826.5755,1
17202,28,F,1.0,87,33327,1,1,Rent,85071,9/26/2016,Monday,Local,0,0.0,29,Online,0,2958.7682649999997,5.0,Medium,17157.157040000002,silver,23304.58167,1
17204,42,F,1.0,79,37378,1,0,Own,85064,12/19/2016,Monday,Local,0,0.0,56,Online,1,4047.9168090000003,2.0,Compact,24705.63622,white,45058.44146,0
17207,46,M,0.0,73,38303,1,1,Own,50031,5/23/2015,Saturday,Local,0,0.0,42,Broker,1,3351.780271,5.0,Medium,8228.009424,blue,27886.7198,0
17208,35,M,1.0,59,35560,1,1,Own,20146,6/23/2015,Tuesday,Local,2,0.0,68,Broker,1,4396.34822,4.0,Large,24000.43781,white,26003.32383,0
17209,28,F,1.0,78,33314,0,1,Rent,15012,4/3/2016,Sunday,Local,0,1.0,89,Phone,0,3052.205082,6.0,Compact,12969.51324,other,60780.20744,0
17211,59,F,1.0,85,40764,1,0,Own,80022,6/6/2015,Saturday,Highway,0,0.0,0,Broker,0,4963.078267,4.0,Medium,13007.1762,black,37583.59182,0
17212,55,F,0.0,98,40075,1,1,Rent,85079,6/15/2015,Monday,Local,0,0.0,4,Phone,0,7797.32152,5.0,Large,38431.85546,silver,29886.33227,0
17213,41,M,1.0,83,37137,0,1,Own,50020,8/18/2016,Thursday,Parking Lot,0,0.0,100,Broker,1,3940.931731,5.0,Medium,13384.238220000001,blue,20008.92698,0
17214,58,M,1.0,63,40599,1,1,Own,85075,9/18/2015,Friday,Parking Lot,2,0.0,9,Broker,1,3392.825965,8.0,Medium,12223.71984,white,20248.91592,0
17215,29,F,1.0,68,33654,1,0,Rent,15012,8/11/2016,Thursday,Local,0,0.0,88,Phone,0,2768.403786,6.0,Large,30105.35427,gray,13828.98559,0
17219,46,M,1.0,83,38289,1,1,Own,85004,7/17/2016,Sunday,Parking Lot,1,0.0,74,Broker,0,1745.4700719999998,2.0,Medium,13692.37172,red,26517.196030000003,0
17220,48,F,0.0,70,38700,1,1,Rent,15031,12/23/2016,Friday,Local,0,0.0,57,Broker,1,3452.2019979999995,4.0,Medium,13468.69158,silver,35399.87063,0
17221,41,F,0.0,71,37150,1,1,Rent,20104,12/30/2016,Friday,Highway,2,1.0,4,Broker,1,4019.284478,3.0,Compact,34011.62463,other,25083.97497,0
17222,34,F,1.0,81,35276,1,1,Own,50009,10/13/2016,Thursday,Highway,1,0.0,88,Broker,1,5734.738738,6.0,Large,13019.02942,red,22243.27893,0
17228,43,M,0.0,88,37620,0,0,Own,20140,11/11/2015,Wednesday,Local,0,0.0,27,Phone,0,3437.084092,6.0,Compact,13694.24985,blue,10940.42745,0
17229,46,F,0.0,74,38280,1,1,Rent,20151,2/9/2016,Tuesday,Local,1,0.0,90,Phone,1,6162.269287,7.0,Large,15216.23562,other,12807.67899,0
17230,45,M,1.0,93,38063,0,1,Own,85050,6/28/2015,Sunday,Local,3,0.0,98,Broker,1,2359.162273,1.0,Compact,34140.0831,silver,16945.67534,1
17231,34,M,1.0,51,35271,1,0,Own,50046,3/5/2016,Saturday,Parking Lot,2,0.0,32,Broker,1,4802.947208,7.0,Large,12043.38041,blue,33566.55787,0
17232,27,F,1.0,65,32952,1,0,Rent,20103,7/15/2015,Wednesday,Local,0,1.0,87,Online,1,9465.930051000001,4.0,Medium,44403.13958,other,5680.4432990000005,0
17233,40,M,1.0,63,36869,0,0,Own,20104,3/22/2016,Tuesday,Highway,1,1.0,37,Phone,1,1852.2681440000001,2.0,Compact,19909.59313,silver,21532.07131,0
17234,24,F,1.0,52,31788,1,0,Rent,85055,10/11/2015,Sunday,Parking Lot,0,0.0,48,Online,1,5608.4752149999995,5.0,Medium,16349.681219999999,other,26764.13624,0
17235,50,M,1.0,65,39133,0,0,Own,20109,6/25/2016,Saturday,Local,0,1.0,55,Online,0,5830.156411999999,8.0,Compact,26381.78743,black,14452.42079,0
17237,36,F,1.0,54,35833,1,0,Rent,85011,9/19/2016,Monday,Parking Lot,4,0.0,23,Broker,1,5132.84128,2.0,Medium,34794.11983,black,24062.4881,0
17242,27,F,1.0,76,32959,1,0,Rent,15021,2/16/2016,Tuesday,Local,1,1.0,42,Online,1,8285.411376,4.0,Medium,17922.26035,red,46386.91016,0
17245,61,M,0.0,66,41106,1,1,Own,80037,3/18/2015,Wednesday,Local,0,0.0,54,Phone,1,3638.915343,2.0,Large,14015.255330000002,blue,9572.245920000001,0
17246,37,M,0.0,78,36110,0,0,Rent,80031,7/21/2016,Thursday,Highway,1,0.0,94,Online,1,3754.8659810000004,6.0,Compact,33394.364180000004,gray,23837.680330000003,0
17247,40,F,0.0,59,36894,0,1,Rent,20109,6/4/2015,Thursday,Parking Lot,0,0.0,1,Phone,0,5138.2550009999995,6.0,Medium,29153.8527,white,35531.649710000005,1
17248,41,F,1.0,83,37127,1,0,Rent,15009,1/14/2015,Wednesday,Parking Lot,1,0.0,52,Broker,1,3426.208361,6.0,Medium,25148.22955,gray,36759.304469999995,0
17250,35,M,1.0,77,35546,0,0,Rent,20152,1/10/2015,Saturday,Local,2,0.0,84,Broker,1,4843.830073,6.0,Medium,19149.8006,blue,14197.63234,0
17251,37,M,1.0,90,36117,0,0,Own,50014,1/14/2015,Wednesday,Highway,5,1.0,22,Broker,1,2829.446689,5.0,Compact,17646.25315,gray,34212.50819,0
17253,34,F,0.0,71,35272,1,1,Own,20151,8/23/2016,Tuesday,Parking Lot,0,0.0,25,Broker,0,2889.757934,6.0,Compact,4741.959442,gray,20438.11521,1
17254,43,F,1.0,81,37625,0,0,Own,15012,5/15/2015,Friday,Parking Lot,0,0.0,9,Phone,1,4806.361061,6.0,Medium,27972.45742,silver,66641.1905,0
17255,51,M,1.0,68,39311,1,1,Own,80005,5/27/2015,Wednesday,Parking Lot,0,0.0,50,Phone,0,4047.810176,6.0,Compact,47850.72748,gray,20600.42895,0
17256,49,M,1.0,50,38927,1,1,Own,80019,3/8/2015,Sunday,Parking Lot,0,0.0,0,Broker,0,6487.947873,5.0,Compact,9092.501171,white,33272.29858,0
17258,57,M,0.0,67,40415,1,1,Own,85063,9/8/2015,Tuesday,Highway,0,0.0,73,Broker,1,7257.877766,5.0,Medium,27655.42283,white,18467.245759999998,0
17259,45,F,1.0,78,38062,1,0,Own,20121,6/9/2016,Thursday,Parking Lot,1,0.0,13,Broker,0,7535.945179,2.0,Medium,32401.574819999998,other,22049.403980000003,0
17260,37,M,1.0,58,36119,1,0,Rent,15001,6/1/2015,Monday,Parking Lot,1,0.0,1,Phone,1,6350.376228,3.0,Medium,16901.847680000003,blue,16252.231880000001,0
17262,32,F,1.0,82,34669,1,0,Own,20129,3/30/2015,Monday,Local,1,0.0,50,Broker,1,1978.836134,3.0,Large,19541.97178,black,25095.492469999997,0
17263,23,F,0.0,79,31336,0,0,Rent,50013,10/16/2015,Friday,Local,0,0.0,29,Online,1,6554.166595000001,8.0,Compact,20945.4186,blue,14554.096480000002,0
17264,52,M,1.0,84,39498,1,1,Rent,20152,10/17/2015,Saturday,Local,0,0.0,100,Broker,0,3764.2168659999998,12.0,Medium,30784.86034,gray,35015.53576,0
17265,51,M,0.0,85,39291,1,0,Own,80012,10/7/2015,Wednesday,Highway,0,1.0,89,Broker,1,2469.906545,7.0,Large,62708.34881,blue,30852.598739999998,0
17267,31,F,1.0,79,34329,0,1,Own,85021,5/26/2015,Tuesday,Highway,0,0.0,71,Broker,0,3810.500401,7.0,Large,15443.88027,silver,29201.96773,1
17269,62,F,1.0,70,41280,0,1,Own,80002,2/11/2016,Thursday,Local,0,0.0,79,Broker,1,3306.3135620000003,4.0,Medium,17880.33687,blue,18440.88686,0
17270,79,M,1.0,89,43713,0,1,Rent,15022,12/24/2016,Saturday,Highway,0,0.0,66,Phone,1,1415.9777789999998,2.0,Medium,10264.47986,white,48990.97900000001,0
17271,65,F,1.0,84,41737,1,0,Own,80004,7/15/2016,Friday,Parking Lot,0,0.0,12,Broker,0,4867.61251,6.0,Medium,7397.995593000001,blue,14361.29854,0
17272,60,M,0.0,76,40942,0,1,Own,85071,12/29/2015,Tuesday,Local,0,0.0,98,Broker,0,6157.144904,4.0,Large,23902.19744,red,19793.69347,0
17274,34,F,1.0,92,35258,0,1,Rent,50047,9/6/2016,Tuesday,Local,0,0.0,51,Phone,1,2523.709699,4.0,Medium,19445.746919999998,silver,27486.86765,1
17275,49,M,1.0,93,38932,1,1,Own,80013,4/8/2015,Wednesday,Parking Lot,0,1.0,65,Online,1,4663.2183939999995,6.0,Medium,22059.23314,white,12500.33314,0
17277,27,M,1.0,91,32961,0,1,Rent,50008,1/11/2015,Sunday,Local,0,1.0,99,Online,1,2757.430257,4.0,Medium,26113.7366,gray,37079.25656,0
17281,35,M,1.0,80,35577,0,1,Own,85003,8/2/2016,Tuesday,Local,0,0.0,0,Broker,0,3581.535008,5.0,Compact,20669.36661,red,30717.0547,0
17282,41,F,1.0,53,37142,1,1,Own,50040,5/10/2015,Sunday,Parking Lot,3,0.0,42,Phone,1,5831.649893,5.0,Medium,12761.16458,gray,35173.06063,1
17283,47,F,1.0,82,38512,1,0,Rent,85008,6/16/2016,Thursday,Local,0,0.0,0,Phone,1,1984.303624,1.0,Large,24863.92038,silver,28812.53397,0
17285,31,F,0.0,80,34345,0,0,Own,85042,12/29/2015,Tuesday,Highway,3,0.0,55,Broker,1,8696.273795000001,6.0,Compact,16413.23629,gray,17741.68525,0
17286,24,M,1.0,87,31780,0,0,Rent,80010,12/16/2015,Wednesday,Parking Lot,2,0.0,50,Phone,1,7494.920461,6.0,Medium,15825.411730000002,black,9436.586336,0
17287,44,M,0.0,90,37856,0,1,Own,80003,11/9/2016,Wednesday,Local,0,0.0,71,Phone,0,3244.336293,3.0,Medium,9481.920851,blue,8716.714543,0
17289,47,F,1.0,51,38501,1,1,Own,80031,9/20/2015,Sunday,Parking Lot,0,1.0,100,Phone,1,3597.9465579999996,6.0,Medium,38114.3617,black,8625.187713,0
17291,57,F,1.0,52,40424,1,1,Own,85073,3/2/2016,Wednesday,Local,0,1.0,19,Phone,1,5513.710817,4.0,Large,20174.06931,blue,7914.5075480000005,0
17293,41,M,1.0,84,37128,1,0,Own,15004,8/3/2015,Monday,Local,2,0.0,61,Broker,1,4584.028898,6.0,Large,14837.5063,black,5754.691334,0
17296,32,M,0.0,95,34656,0,0,Rent,20128,8/6/2015,Thursday,Local,1,1.0,84,Broker,1,4859.796486,3.0,Medium,27057.87687,other,19306.28154,0
17297,27,M,1.0,66,32978,0,1,Own,50028,12/12/2015,Saturday,Local,0,0.0,56,Online,1,2469.730518,1.0,Medium,29949.048619999998,gray,17889.382680000002,0
17300,38,M,1.0,79,36371,1,0,Own,50057,12/28/2015,Monday,Local,1,1.0,50,Broker,0,2701.33318,5.0,Compact,23894.187159999998,white,33847.4709,1
17301,23,F,1.0,89,31355,1,0,Rent,85044,2/22/2015,Sunday,Local,0,0.0,0,Online,0,4712.162797,7.0,Compact,8138.251309,gray,18813.88173,1
17302,25,M,0.0,77,32187,1,0,Rent,80007,3/29/2015,Sunday,Local,0,1.0,99,Online,0,5151.963131,2.0,Compact,13262.77832,red,6824.642109,0
17304,44,F,1.0,63,37849,0,0,Rent,85048,1/1/2015,Thursday,Local,0,1.0,92,Broker,1,4545.809881,3.0,Medium,19820.267180000003,silver,30125.03406,0
17306,44,M,1.0,72,37823,1,0,Own,85065,10/3/2015,Saturday,Highway,0,0.0,69,Phone,1,2691.072764,7.0,Compact,12674.330240000001,gray,19175.964480000002,0
17307,29,F,1.0,69,33658,0,1,Own,20108,1/22/2016,Friday,Local,0,1.0,32,Online,0,8005.009655,9.0,Large,27405.134489999997,other,10100.54017,0
17309,50,M,0.0,81,39125,1,1,Own,80005,6/12/2015,Friday,Local,0,0.0,43,Broker,0,4507.031005,6.0,Medium,15503.926619999998,blue,20361.693580000003,0
17310,40,M,1.0,77,36895,1,1,Rent,80023,11/1/2015,Sunday,Local,0,0.0,25,Broker,0,2805.90195,6.0,Large,6471.1994270000005,black,3762.8404219999998,0
17313,40,F,1.0,76,36877,1,0,Own,85003,3/21/2015,Saturday,Parking Lot,0,1.0,85,Broker,1,6707.728097,5.0,Medium,12887.445609999999,other,11658.79746,0
17314,36,M,1.0,50,35835,0,0,Own,20153,7/19/2015,Sunday,Highway,1,0.0,20,Phone,1,2562.766836,3.0,Medium,16177.721430000001,other,7612.4771040000005,1
17316,46,F,1.0,84,38281,1,1,Own,15010,4/9/2015,Thursday,Highway,0,0.0,2,Broker,0,2692.824949,2.0,Compact,19495.21574,other,46945.77866,1
17318,26,F,0.0,75,32594,1,0,Rent,20124,10/18/2015,Sunday,Local,0,0.0,0,Online,0,4287.0679820000005,8.0,Medium,48188.15853,white,13905.38655,0
17319,50,M,1.0,91,39127,0,1,Rent,80013,1/29/2015,Thursday,Parking Lot,0,0.0,96,Broker,0,7769.740747,2.0,Compact,16495.03389,red,20015.8834,0
17321,31,F,1.0,66,34367,1,1,Own,80105,11/30/2016,Wednesday,Local,0,0.0,100,Phone,0,7906.078606,5.0,Large,11249.124670000001,red,12229.50482,0
17322,24,F,1.0,63,31773,0,1,Own,50050,1/9/2015,Friday,Parking Lot,1,0.0,96,Online,0,8063.693503,6.0,Compact,18867.21078,blue,8927.233426,0
17324,55,M,1.0,73,40049,1,1,Own,50058,2/14/2015,Saturday,Local,3,1.0,0,Broker,1,6475.516327,9.0,Medium,17740.19145,white,42023.14275,1
17327,58,F,1.0,61,40611,1,1,Own,20109,2/13/2015,Friday,Local,0,,90,Broker,1,4614.3551609999995,5.0,Large,36935.42539,silver,9203.647631,0
17328,37,F,0.0,52,36120,1,1,Rent,80028,8/17/2015,Monday,Highway,0,0.0,98,Phone,1,3947.162782,3.0,Compact,15922.99889,silver,21856.15575,0
17329,44,F,0.0,81,37834,1,0,Own,20110,5/26/2015,Tuesday,Highway,0,0.0,1,Online,1,4841.63382,5.0,Medium,16591.69544,red,22417.64,0
17330,38,F,1.0,76,36369,1,0,Own,15007,4/17/2015,Friday,Highway,0,1.0,1,Broker,1,4469.282055,10.0,Medium,11794.76655,red,19148.18315,0
17333,44,F,1.0,24,37857,0,1,Rent,85068,10/29/2016,Saturday,Local,0,0.0,16,Phone,1,2846.615758,4.0,Medium,17561.1668,silver,41050.35951,0
17334,56,F,1.0,93,40262,1,1,Own,85078,10/18/2015,Sunday,Parking Lot,1,0.0,91,Broker,0,2226.837092,6.0,Large,27519.12117,white,34199.69011,0
17335,76,M,1.0,78,43307,1,1,Own,15009,7/21/2016,Thursday,Local,0,0.0,60,Broker,1,4143.436186999999,4.0,Compact,7224.348034000001,gray,14310.02421,0
17336,61,F,1.0,94,41131,1,1,Own,85042,11/21/2015,Saturday,Local,0,0.0,59,Broker,1,7549.472683,1.0,Compact,14838.240459999999,white,47570.068680000004,0
17338,62,F,1.0,60,41259,1,0,Own,80106,7/6/2015,Monday,Local,2,0.0,50,Phone,1,3538.6831979999997,0.0,Compact,17888.414569999997,silver,11642.251409999999,0
17339,26,F,0.0,86,32581,0,1,Rent,20109,5/27/2016,Friday,Parking Lot,0,0.0,4,Online,0,8718.727445999999,8.0,Compact,21762.69586,red,39108.75589,1
17341,54,F,0.0,46,39898,1,1,Rent,85034,1/17/2016,Sunday,Highway,0,1.0,56,Phone,1,2690.417132,9.0,Large,20511.82445,black,24081.7677,0
17342,32,F,1.0,72,34651,0,0,Own,20103,11/10/2015,Tuesday,Parking Lot,0,0.0,73,Broker,1,4290.200389,4.0,Medium,22735.84494,blue,30615.939580000002,0
17343,52,M,0.0,70,39515,1,0,Rent,85046,11/5/2016,Saturday,Parking Lot,2,0.0,87,Broker,0,6017.556397,6.0,Medium,23635.99939,blue,36680.19509,0
17344,37,M,1.0,66,36118,1,1,Own,15019,6/1/2015,Monday,Local,0,0.0,95,Broker,0,6093.9169950000005,2.0,Large,14059.621669999999,black,35264.527669999996,0
17345,40,F,0.0,89,36880,1,1,Rent,80031,3/30/2016,Wednesday,Highway,0,0.0,49,Broker,1,6183.345592000001,4.0,Large,14745.65444,black,26427.261580000002,0
17346,44,M,1.0,73,37838,1,1,Own,15057,12/20/2015,Sunday,Local,0,0.0,12,Broker,1,2537.0609219999997,7.0,Medium,31528.084469999998,black,24255.800430000003,0
17349,63,F,1.0,85,41457,1,1,Own,20105,4/2/2015,Thursday,Parking Lot,0,0.0,93,Broker,0,,5.0,Large,31334.36224,red,28993.05786,0
17351,52,M,1.0,68,39505,1,1,Rent,20109,6/11/2016,Saturday,Highway,1,0.0,21,Phone,1,7094.978175,5.0,Compact,16963.72575,white,11250.6179,0
17352,42,M,1.0,58,37387,0,0,Own,15042,4/25/2016,Monday,Local,0,1.0,100,Online,1,2148.601202,8.0,Medium,26348.46935,red,23909.91774,0
17353,27,M,1.0,66,32943,1,1,Rent,15053,7/14/2016,Thursday,Parking Lot,1,0.0,46,Phone,1,5360.352306000001,6.0,Medium,24344.897390000002,silver,33156.53677,0
17356,53,M,0.0,61,39707,1,0,Rent,85071,11/19/2016,Saturday,Local,0,0.0,50,Broker,0,4075.1304979999995,5.0,Compact,22754.69631,red,24659.59808,1
17357,40,F,1.0,74,36902,1,1,Own,80021,10/12/2016,Wednesday,Parking Lot,1,0.0,50,Broker,1,3874.236784,3.0,Medium,8606.705939,gray,9379.908168,1
17358,37,F,1.0,80,36111,1,1,Rent,85074,1/1/2015,Thursday,Highway,0,1.0,15,Broker,1,6162.056128,2.0,Compact,18612.41352,silver,12189.31516,0
17363,32,F,1.0,56,34657,0,0,Rent,80013,6/19/2016,Sunday,Local,0,0.0,2,Phone,1,3351.138806,2.0,Large,34559.72932,gray,51182.07781,1
17364,45,M,1.0,80,38060,1,0,Own,85042,3/21/2016,Monday,Parking Lot,0,0.0,98,Phone,1,2364.09632,5.0,Compact,17544.68692,white,21846.10342,0
17367,49,F,0.0,85,38929,1,0,Own,85037,6/22/2016,Wednesday,Parking Lot,0,0.0,76,Broker,0,4824.029339,7.0,Medium,11479.34244,gray,25311.42279,0
17369,49,M,1.0,68,38922,1,1,Own,50009,10/10/2015,Saturday,Parking Lot,0,0.0,67,Broker,0,5944.881938,2.0,Medium,34373.57333,red,23091.28685,0
17370,32,F,1.0,90,34667,0,0,Rent,80003,7/9/2016,Saturday,Highway,0,0.0,50,Broker,1,3642.928581,10.0,Compact,13225.01371,blue,17239.37611,0
17372,44,M,1.0,30,37836,0,1,Own,15001,11/19/2015,Thursday,Highway,0,0.0,1,Phone,1,4172.527177,2.0,Medium,13053.62161,black,8332.529546,1
17373,25,F,1.0,32,32165,1,1,Rent,20156,4/30/2016,Saturday,Local,0,1.0,40,Online,0,5149.904926,3.0,Compact,34525.73681,red,24877.40467,0
17374,23,F,1.0,87,31361,0,1,Rent,80025,6/8/2016,Wednesday,Local,0,1.0,51,Online,1,3965.962182,6.0,Medium,37467.33535,gray,48711.131669999995,0
17376,46,M,1.0,41,38276,1,1,Rent,15037,8/4/2015,Tuesday,Parking Lot,0,0.0,2,Broker,0,1846.0214039999998,6.0,Compact,15668.225030000001,white,33179.7595,0
17377,42,F,1.0,85,37387,0,1,Own,50049,7/17/2015,Friday,Local,0,1.0,99,Broker,1,4090.538029,2.0,Large,32803.62791,red,21098.45496,0
17378,43,M,1.0,63,37607,0,0,Rent,15025,6/2/2015,Tuesday,Local,0,0.0,63,Broker,0,2193.42274,6.0,Compact,8425.582509,red,42266.208080000004,0
17380,33,M,0.0,51,34957,0,1,Own,85039,11/21/2015,Saturday,Local,0,1.0,100,Phone,1,3920.418003,7.0,Large,49124.33434,other,8434.945123,0
17381,57,F,0.0,33,40427,1,0,Own,20132,12/27/2016,Tuesday,Highway,0,0.0,51,Phone,0,1880.004275,4.0,Large,44145.07085,black,13497.8529,1
17382,41,M,1.0,60,37144,1,1,Own,50001,5/19/2016,Thursday,Local,0,0.0,14,Broker,1,4221.766603,4.0,Medium,9522.88853,blue,19735.3848,0
17384,39,F,1.0,81,36632,1,0,Own,85063,4/25/2015,Saturday,Local,1,0.0,52,Broker,1,2776.9557449999998,11.0,Compact,13386.094140000001,white,12847.9773,0
